id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;1;0;2
8;0.0;1;0;0;3
9;0.0;1;3;1;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;2;2
17;0.0;1;1;0;3
18;74.91;1;3;2;1
19;0.0;1;3;1;2
20;0.0;1;1;0;3
21;50.53;1;4;2;1
22;0.0;1;3;1;2
23;0.0;1;2;2;3
24;62.63;1;4;2;1
25;74.19;1;3;1;2
26;0.0;1;2;0;3
27;78.59;1;4;2;1
28;49.94;1;3;1;2
29;0.0;1;2;0;3
30;75.53;1;5;3;1
31;54.31;1;3;1;2
32;0.0;1;3;0;3
33;51.14;1;5;3;1
34;47.38;1;4;3;2
35;58.92;1;3;0;3
36;65.84;1;5;3;1
37;79.31;1;4;3;2
38;29.41;1;3;0;3
39;87.25;1;5;3;1
40;86.19;1;4;3;2
41;32.06;1;3;2;3
42;76.06;1;5;3;1
43;73.11;1;4;3;2
44;37.38;1;3;2;3
45;67.69;1;5;3;1
46;46.95;1;4;3;2
47;33.75;1;4;2;3
48;50.08;1;6;5;1
49;65.91;1;5;3;2
50;65.81;1;4;2;3
51;95.64;1;6;5;1
52;84.56;1;5;3;2
53;58.19;1;4;2;3
54;92.84;1;6;5;1
55;70.69;1;5;3;2
56;17.84;1;4;2;3
57;87.25;1;6;5;1
58;42.94;1;5;3;2
59;19.7;1;4;2;3
60;76.06;1;6;5;1
61;40.44;1;5;3;2
62;23.41;1;4;2;3
63;53.69;1;6;5;1
64;35.44;1;5;3;2
65;46.81;1;4;2;3
66;63.06;1;7;5;1
67;72.44;1;5;3;2
68;73.64;1;4;2;3
69;96.06;1;7;5;1
70;98.02;1;6;7;2
71;47.31;1;4;2;3
72;93.69;1;7;5;1
73;96.45;1;6;7;2
74;0.63;1;5;2;3
75;88.94;1;7;5;1
76;94.47;1;6;7;2
77;1.22;1;5;2;3
78;79.44;1;7;5;1
79;90.5;1;6;7;2
80;4.0;1;5;2;3
81;60.44;1;7;5;1
82;82.56;1;6;7;2
83;9.56;1;5;2;3
84;78.44;1;7;5;1
85;66.69;1;6;7;2
86;19.69;1;5;2;3
87;98.44;1;7;5;1
88;61.94;1;6;7;2
89;38.94;1;5;2;3
90;98.44;1;7;5;1
91;98.44;1;6;7;2
92;79.36;1;5;5;3
93;98.44;1;7;5;1
94;98.44;1;6;7;2
95;96.73;1;5;5;3
96;97.34;1;8;9;1
97;96.89;1;6;7;2
98;93.47;1;5;5;3
99;94.95;1;8;9;1
100;93.83;1;7;7;2
101;86.94;1;6;5;3
102;91.47;1;8;9;1
103;88.64;1;7;7;2
104;75.41;1;6;5;3
