id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;1;0;2
8;0.0;1;0;0;3
9;0.0;1;3;1;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;1;2
17;0.0;1;1;0;3
18;62.44;1;4;2;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;56.33;1;4;2;1
22;0.0;1;3;1;2
23;0.0;1;2;1;3
24;57.22;1;4;2;1
25;70.56;1;3;1;2
26;0.0;1;2;1;3
27;94.0;1;4;2;1
28;56.69;1;3;1;2
29;0.0;1;2;0;3
30;88.39;1;5;2;1
31;56.94;1;3;1;2
32;0.0;1;2;0;3
33;78.13;1;5;2;1
34;56.58;1;4;3;2
35;40.0;1;2;0;3
36;57.81;1;5;2;1
37;32.47;1;4;3;2
38;59.42;1;3;0;3
39;88.19;1;5;2;1
40;66.5;1;4;3;2
41;27.41;1;3;0;3
42;77.94;1;5;2;1
43;90.56;1;4;3;2
44;25.06;1;3;0;3
45;57.44;1;5;2;1
46;82.69;1;4;3;2
47;13.38;1;4;2;3
48;91.44;1;6;5;1
49;65.48;1;5;3;2
50;27.09;1;4;2;3
51;96.89;1;6;5;1
52;85.98;1;5;3;2
53;55.75;1;4;2;3
54;95.34;1;6;5;1
55;89.39;1;5;3;2
56;86.06;1;4;2;3
57;92.25;1;6;5;1
58;80.34;1;5;3;2
59;72.2;1;4;2;3
60;86.06;1;6;5;1
61;62.25;1;5;3;2
62;64.44;1;4;2;3
63;73.69;1;6;5;1
64;26.06;1;5;3;2
65;48.88;1;4;2;3
66;48.94;1;6;5;1
67;46.69;1;5;3;2
68;75.75;1;4;2;3
69;96.88;1;6;5;1
70;93.8;1;5;3;2
71;51.52;1;4;2;3
72;95.31;1;6;5;1
73;96.59;1;5;7;2
74;3.05;1;5;2;3
75;91.67;1;6;5;1
76;93.19;1;5;7;2
77;1.59;1;5;2;3
78;84.39;1;7;9;1
79;86.39;1;6;7;2
80;2.75;1;5;2;3
81;68.78;1;7;9;1
82;72.8;1;6;7;2
83;7.06;1;5;2;3
84;38.7;1;7;9;1
85;47.03;1;6;7;2
86;15.69;1;5;2;3
87;78.97;1;7;9;1
88;4.63;1;6;7;2
89;31.94;1;5;2;3
90;59.5;1;7;9;1
91;10.81;1;6;7;2
92;63.11;1;5;5;3
93;53.56;1;7;9;1
94;23.19;1;6;7;2
95;94.22;1;5;5;3
96;41.69;1;7;9;1
97;46.94;1;6;7;2
98;88.44;1;5;5;3
99;84.94;1;7;9;1
100;94.44;1;6;7;2
101;76.89;1;5;5;3
102;98.44;1;7;9;1
103;97.64;1;6;7;2
104;53.8;1;5;5;3
