id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;2;1;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;1;2
17;0.0;1;0;0;3
18;47.38;1;3;1;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;66.34;1;4;2;1
22;0.0;1;2;1;2
23;0.0;1;1;0;3
24;51.84;1;4;2;1
25;0.0;1;3;1;2
26;0.0;1;2;1;3
27;47.25;1;4;2;1
28;48.44;1;3;1;2
29;0.0;1;2;0;3
30;82.48;1;4;3;1
31;68.44;1;3;1;2
32;0.0;1;2;0;3
33;77.66;1;5;3;1
34;39.44;1;3;1;2
35;0.0;1;2;0;3
36;56.0;1;5;3;1
37;42.42;1;4;3;2
38;60.78;1;2;0;3
39;75.56;1;5;3;1
40;40.41;1;4;3;2
41;37.52;1;3;0;3
42;78.69;1;5;3;1
43;81.38;1;4;3;2
44;37.59;1;3;0;3
45;58.94;1;5;3;1
46;89.86;1;4;3;2
47;7.83;1;3;2;3
48;56.44;1;5;3;1
49;79.73;1;4;3;2
50;15.66;1;3;2;3
51;69.5;1;6;5;1
52;59.48;1;5;3;2
53;30.31;1;4;2;3
54;95.5;1;6;5;1
55;84.08;1;5;3;2
56;61.75;1;4;2;3
57;92.56;1;6;5;1
58;69.72;1;5;3;2
59;64.06;1;4;2;3
60;86.69;1;6;5;1
61;41.0;1;5;3;2
62;29.13;1;4;3;3
63;74.94;1;6;5;1
64;12.56;1;5;3;2
65;17.27;1;4;3;3
66;51.44;1;6;5;1
67;25.69;1;5;3;2
68;34.53;1;4;3;3
69;64.44;1;6;5;1
70;51.94;1;5;3;2
71;69.06;1;4;3;3
72;97.63;1;7;6;1
73;98.41;1;5;3;2
74;66.14;1;4;3;3
75;96.0;1;7;6;1
76;96.94;1;6;7;2
77;32.28;1;4;3;3
78;93.56;1;7;6;1
79;95.44;1;6;7;2
80;1.34;1;5;3;3
81;88.69;1;7;6;1
82;92.44;1;6;7;2
83;3.25;1;5;3;3
84;78.94;1;7;6;1
85;86.44;1;6;7;2
86;8.06;1;5;3;3
87;59.44;1;7;6;1
88;74.44;1;6;7;2
89;17.69;1;5;3;3
90;72.44;1;7;6;1
91;52.44;1;6;7;2
92;35.94;1;5;3;3
93;98.44;1;7;6;1
94;98.44;1;6;7;2
95;73.25;1;5;5;3
96;98.44;1;7;6;1
97;98.44;1;6;7;2
98;96.5;1;5;5;3
99;97.67;1;8;9;1
100;97.2;1;6;7;2
101;93.0;1;6;5;3
102;95.36;1;8;9;1
103;94.42;1;7;7;2
104;86.02;1;6;5;3
