id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;1;0;2
8;0.0;1;0;0;3
9;0.0;1;3;0;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;0;1
13;0.0;1;2;1;2
14;0.0;1;0;0;3
15;0.0;1;3;0;1
16;0.0;1;2;1;2
17;0.0;1;1;0;3
18;66.94;1;3;2;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;45.23;1;4;2;1
22;0.0;1;3;1;2
23;0.0;1;2;1;3
24;50.83;1;4;2;1
25;40.97;1;3;1;2
26;0.0;1;2;0;3
27;63.22;1;4;2;1
28;73.5;1;3;1;2
29;0.0;1;2;0;3
30;87.06;1;5;3;1
31;48.56;1;3;1;2
32;0.0;1;2;0;3
33;75.39;1;5;3;1
34;55.61;1;4;3;2
35;61.14;1;2;0;3
36;52.34;1;5;3;1
37;38.78;1;4;3;2
38;22.28;1;3;0;3
39;83.25;1;5;3;1
40;78.13;1;4;3;2
41;26.13;1;3;0;3
42;81.06;1;5;3;1
43;89.81;1;4;3;2
44;33.81;1;3;0;3
45;63.59;1;5;3;1
46;80.77;1;4;3;2
47;10.86;1;3;2;3
48;87.19;1;6;5;1
49;61.53;1;5;3;2
50;19.8;1;4;2;3
51;93.38;1;6;5;1
52;92.2;1;5;3;2
53;40.16;1;4;2;3
54;87.8;1;6;5;1
55;85.97;1;5;3;2
56;81.88;1;4;2;3
57;77.16;1;6;5;1
58;73.5;1;5;3;2
59;63.94;1;4;2;3
60;55.88;1;6;5;1
61;48.56;1;5;3;2
62;27.88;1;4;2;3
63;19.31;1;6;5;1
64;25.69;1;5;3;2
65;40.75;1;4;2;3
66;40.19;1;6;5;1
67;52.94;1;5;3;2
68;76.5;1;4;2;3
69;80.59;1;7;5;1
70;98.44;1;5;3;2
71;53.0;1;4;2;3
72;95.42;1;7;5;1
73;97.8;1;6;7;2
74;6.02;1;5;2;3
75;92.41;1;7;5;1
76;96.05;1;6;7;2
77;1.59;1;5;2;3
78;86.38;1;7;5;1
79;93.66;1;6;7;2
80;4.75;1;5;2;3
81;74.31;1;7;5;1
82;88.88;1;6;7;2
83;11.06;1;5;2;3
84;50.19;1;7;5;1
85;79.31;1;6;7;2
86;23.69;1;5;2;3
87;87.94;1;7;5;1
88;60.19;1;6;7;2
89;48.94;1;5;2;3
90;98.44;1;7;5;1
91;62.94;1;6;7;2
92;97.0;1;5;5;3
93;98.44;1;7;5;1
94;98.0;1;6;7;2
95;94.0;1;5;5;3
96;98.31;1;7;9;1
97;96.0;1;6;7;2
98;88.0;1;6;5;3
99;96.64;1;8;9;1
100;92.02;1;7;7;2
101;77.44;1;6;5;3
102;93.56;1;8;9;1
103;84.05;1;7;7;2
104;56.31;1;6;5;3
