cont;experiment;percent
414;inc;27
414;inc_b;84
414;inc_w;79
414;osc;74
415;osc_b;47
415;osc_w;66
415;dec;96
415;dec_b;44
415;dec_w;44
415;con;96
415;con_b;24
415;con_w;26
415;inc;27
415;inc_b;84
415;inc_w;79
415;osc;74
416;osc_b;47
416;osc_w;66
416;dec;96
416;dec_b;44
416;dec_w;44
416;con;96
416;con_b;24
416;con_w;26
416;inc;27
416;inc_b;84
416;inc_w;79
416;osc;74
417;osc_b;47
417;osc_w;66
417;dec;96
417;dec_b;44
417;dec_w;44
417;con;96
417;con_b;23
417;con_w;26
417;inc;27
417;inc_b;84
417;inc_w;79
417;osc;74
418;osc_b;58
418;osc_w;66
418;dec;96
418;dec_b;44
418;dec_w;44
418;con;96
418;con_b;23
418;con_w;26
418;inc;27
418;inc_b;51
418;inc_w;79
418;osc;74
419;osc_b;58
419;osc_w;66
419;dec;96
419;dec_b;44
419;dec_w;44
419;con;96
419;con_b;23
419;con_w;26
419;inc;27
419;inc_b;51
419;inc_w;79
419;osc;74
420;osc_b;58
420;osc_w;66
420;dec;96
420;dec_b;44
420;dec_w;44
420;con;96
420;con_b;23
420;con_w;26
420;inc;27
420;inc_b;51
420;inc_w;79
420;osc;74
421;osc_b;58
421;osc_w;66
421;dec;96
421;dec_b;44
421;dec_w;44
421;con;96
421;con_b;23
421;con_w;26
421;inc;27
421;inc_b;51
421;inc_w;79
421;osc;74
422;osc_b;58
422;osc_w;56
422;dec;96
422;dec_b;44
422;dec_w;44
422;con;96
422;con_b;23
422;con_w;29
422;inc;27
422;inc_b;51
422;inc_w;79
422;osc;74
423;osc_b;58
423;osc_w;56
423;dec;96
423;dec_b;44
423;dec_w;44
423;con;96
423;con_b;23
423;con_w;29
423;inc;27
423;inc_b;51
423;inc_w;79
423;osc;74
424;osc_b;58
424;osc_w;56
424;dec;96
424;dec_b;44
424;dec_w;44
424;con;96
424;con_b;23
424;con_w;29
424;inc;27
424;inc_b;51
424;inc_w;79
424;osc;74
425;osc_b;58
425;osc_w;56
425;dec;96
425;dec_b;44
425;dec_w;44
425;con;96
425;con_b;23
425;con_w;29
425;inc;27
425;inc_b;51
425;inc_w;81
425;osc;74
426;osc_b;58
426;osc_w;56
426;dec;96
426;dec_b;44
426;dec_w;44
426;con;96
426;con_b;23
426;con_w;28
426;inc;27
426;inc_b;51
426;inc_w;81
426;osc;74
427;osc_b;58
427;osc_w;56
427;dec;96
427;dec_b;44
427;dec_w;44
427;con;96
427;con_b;23
427;con_w;28
427;inc;27
427;inc_b;45
427;inc_w;81
427;osc;74
428;osc_b;58
428;osc_w;56
428;dec;96
428;dec_b;44
428;dec_w;44
428;con;97
428;con_b;24
428;con_w;28
428;inc;27
428;inc_b;49
428;inc_w;81
428;osc;74
429;osc_b;58
429;osc_w;56
429;dec;96
429;dec_b;44
429;dec_w;44
429;con;97
429;con_b;24
429;con_w;28
429;inc;27
429;inc_b;49
429;inc_w;81
429;osc;74
430;osc_b;58
430;osc_w;56
430;dec;96
430;dec_b;44
430;dec_w;44
430;con;97
430;con_b;24
430;con_w;28
430;inc;27
430;inc_b;49
430;inc_w;81
430;osc;74
431;osc_b;58
431;osc_w;56
431;dec;96
431;dec_b;44
431;dec_w;44
431;con;97
431;con_b;24
431;con_w;28
431;inc;27
431;inc_b;49
431;inc_w;69
431;osc;74
432;osc_b;58
432;osc_w;56
432;dec;96
432;dec_b;44
432;dec_w;44
432;con;97
432;con_b;24
432;con_w;28
432;inc;27
432;inc_b;49
432;inc_w;69
432;osc;74
433;osc_b;58
433;osc_w;56
433;dec;96
433;dec_b;44
433;dec_w;44
433;con;97
433;con_b;24
433;con_w;28
433;inc;27
433;inc_b;49
433;inc_w;69
433;osc;74
434;osc_b;58
434;osc_w;56
434;dec;96
434;dec_b;44
434;dec_w;44
434;con;97
434;con_b;24
434;con_w;28
434;inc;28
434;inc_b;49
434;inc_w;69
434;osc;74
435;osc_b;58
435;osc_w;56
435;dec;96
435;dec_b;44
435;dec_w;44
435;con;97
435;con_b;24
435;con_w;28
435;inc;28
435;inc_b;49
435;inc_w;69
435;osc;74
436;osc_b;58
436;osc_w;56
436;dec;96
436;dec_b;44
436;dec_w;44
436;con;97
436;con_b;24
436;con_w;28
436;inc;28
436;inc_b;49
436;inc_w;69
436;osc;74
437;osc_b;58
437;osc_w;56
437;dec;96
437;dec_b;44
437;dec_w;44
437;con;97
437;con_b;24
437;con_w;28
437;inc;28
437;inc_b;49
437;inc_w;69
437;osc;74
438;osc_b;58
438;osc_w;56
438;dec;96
438;dec_b;44
438;dec_w;44
438;con;97
438;con_b;24
438;con_w;30
438;inc;28
438;inc_b;49
438;inc_w;69
438;osc;74
439;osc_b;58
439;osc_w;56
439;dec;96
439;dec_b;44
439;dec_w;44
439;con;97
439;con_b;24
439;con_w;29
439;inc;28
439;inc_b;49
439;inc_w;69
439;osc;74
440;osc_b;61
440;osc_w;56
440;dec;96
440;dec_b;44
440;dec_w;44
440;con;97
440;con_b;24
440;con_w;29
440;inc;28
440;inc_b;49
440;inc_w;69
440;osc;74
441;osc_b;61
441;osc_w;56
441;dec;96
441;dec_b;44
441;dec_w;44
441;con;97
441;con_b;26
441;con_w;29
441;inc;28
441;inc_b;49
441;inc_w;69
441;osc;74
442;osc_b;61
442;osc_w;56
442;dec;96
442;dec_b;44
442;dec_w;44
442;con;97
442;con_b;26
442;con_w;29
442;inc;28
442;inc_b;49
442;inc_w;69
442;osc;74
443;osc_b;66
443;osc_w;56
443;dec;96
443;dec_b;44
443;dec_w;44
443;con;97
443;con_b;26
443;con_w;29
443;inc;28
443;inc_b;49
443;inc_w;69
443;osc;74
444;osc_b;66
444;osc_w;56
444;dec;96
444;dec_b;44
444;dec_w;44
444;con;97
444;con_b;26
444;con_w;27
444;inc;28
444;inc_b;49
444;inc_w;69
444;osc;74
445;osc_b;66
445;osc_w;56
445;dec;96
445;dec_b;44
445;dec_w;44
445;con;97
445;con_b;25
445;con_w;27
445;inc;28
445;inc_b;49
445;inc_w;69
445;osc;74
446;osc_b;66
446;osc_w;43
446;dec;96
446;dec_b;44
446;dec_w;44
446;con;97
446;con_b;25
446;con_w;27
446;inc;28
446;inc_b;49
446;inc_w;69
446;osc;74
447;osc_b;66
447;osc_w;43
447;dec;96
447;dec_b;44
447;dec_w;44
447;con;97
447;con_b;25
447;con_w;27
447;inc;28
447;inc_b;53
447;inc_w;69
447;osc;74
448;osc_b;66
448;osc_w;43
448;dec;96
448;dec_b;44
448;dec_w;44
448;con;97
448;con_b;25
448;con_w;27
448;inc;28
448;inc_b;57
448;inc_w;69
448;osc;74
449;osc_b;66
449;osc_w;43
449;dec;96
449;dec_b;44
449;dec_w;44
449;con;97
449;con_b;25
449;con_w;27
449;inc;28
449;inc_b;57
449;inc_w;69
449;osc;74
450;osc_b;66
450;osc_w;43
450;dec;96
450;dec_b;44
450;dec_w;63
450;con;97
450;con_b;25
450;con_w;27
450;inc;28
450;inc_b;57
450;inc_w;81
450;osc;74
451;osc_b;66
451;osc_w;43
451;dec;96
451;dec_b;45
451;dec_w;63
451;con;97
451;con_b;24
451;con_w;33
451;inc;28
451;inc_b;57
451;inc_w;81
451;osc;74
452;osc_b;66
452;osc_w;43
452;dec;96
452;dec_b;45
452;dec_w;63
452;con;97
452;con_b;24
452;con_w;33
452;inc;28
452;inc_b;57
452;inc_w;81
452;osc;74
453;osc_b;66
453;osc_w;43
453;dec;96
453;dec_b;45
453;dec_w;63
453;con;97
453;con_b;24
453;con_w;33
453;inc;28
453;inc_b;57
453;inc_w;81
453;osc;74
454;osc_b;66
454;osc_w;43
454;dec;96
454;dec_b;45
454;dec_w;63
454;con;97
454;con_b;24
454;con_w;33
454;inc;28
454;inc_b;57
454;inc_w;81
454;osc;74
455;osc_b;66
455;osc_w;43
455;dec;96
455;dec_b;45
455;dec_w;63
455;con;97
455;con_b;24
455;con_w;33
455;inc;28
455;inc_b;57
455;inc_w;81
455;osc;74
456;osc_b;66
456;osc_w;43
456;dec;96
456;dec_b;40
456;dec_w;63
456;con;97
456;con_b;24
456;con_w;33
456;inc;28
456;inc_b;57
456;inc_w;81
456;osc;74
457;osc_b;66
457;osc_w;43
457;dec;96
457;dec_b;40
457;dec_w;63
457;con;97
457;con_b;24
457;con_w;26
457;inc;28
457;inc_b;57
457;inc_w;58
457;osc;74
458;osc_b;66
458;osc_w;43
458;dec;96
458;dec_b;40
458;dec_w;63
458;con;97
458;con_b;24
458;con_w;26
458;inc;28
458;inc_b;57
458;inc_w;58
458;osc;74
459;osc_b;66
459;osc_w;53
459;dec;96
459;dec_b;40
459;dec_w;63
459;con;97
459;con_b;26
459;con_w;26
459;inc;28
459;inc_b;57
459;inc_w;58
459;osc;74
460;osc_b;66
460;osc_w;53
460;dec;96
460;dec_b;40
460;dec_w;63
460;con;97
460;con_b;23
460;con_w;26
460;inc;28
460;inc_b;57
460;inc_w;58
460;osc;74
461;osc_b;55
461;osc_w;53
461;dec;96
461;dec_b;40
461;dec_w;63
461;con;97
461;con_b;23
461;con_w;26
461;inc;30
461;inc_b;57
461;inc_w;58
461;osc;74
462;osc_b;55
462;osc_w;53
462;dec;96
462;dec_b;40
462;dec_w;63
462;con;97
462;con_b;23
462;con_w;26
462;inc;30
462;inc_b;57
462;inc_w;58
462;osc;74
463;osc_b;55
463;osc_w;53
463;dec;96
463;dec_b;39
463;dec_w;63
463;con;97
463;con_b;23
463;con_w;26
463;inc;30
463;inc_b;57
463;inc_w;58
463;osc;74
464;osc_b;55
464;osc_w;53
464;dec;96
464;dec_b;39
464;dec_w;63
464;con;97
464;con_b;23
464;con_w;26
464;inc;30
464;inc_b;57
464;inc_w;58
464;osc;74
465;osc_b;55
465;osc_w;53
465;dec;96
465;dec_b;39
465;dec_w;63
465;con;97
465;con_b;23
465;con_w;26
465;inc;30
465;inc_b;57
465;inc_w;58
465;osc;74
466;osc_b;55
466;osc_w;53
466;dec;96
466;dec_b;39
466;dec_w;63
466;con;97
466;con_b;23
466;con_w;47
466;inc;30
466;inc_b;57
466;inc_w;58
466;osc;74
467;osc_b;46
467;osc_w;53
467;dec;96
467;dec_b;39
467;dec_w;63
467;con;97
467;con_b;23
467;con_w;47
467;inc;30
467;inc_b;57
467;inc_w;58
467;osc;74
468;osc_b;46
468;osc_w;53
468;dec;96
468;dec_b;39
468;dec_w;63
468;con;97
468;con_b;23
468;con_w;47
468;inc;30
468;inc_b;57
468;inc_w;58
468;osc;74
469;osc_b;46
469;osc_w;53
469;dec;96
469;dec_b;39
469;dec_w;63
469;con;97
469;con_b;23
469;con_w;47
469;inc;30
469;inc_b;63
469;inc_w;58
469;osc;74
470;osc_b;46
470;osc_w;53
470;dec;96
470;dec_b;39
470;dec_w;63
470;con;97
470;con_b;22
470;con_w;47
470;inc;30
470;inc_b;56
470;inc_w;58
470;osc;74
471;osc_b;46
471;osc_w;53
471;dec;96
471;dec_b;39
471;dec_w;63
471;con;97
471;con_b;22
471;con_w;47
471;inc;30
471;inc_b;56
471;inc_w;58
471;osc;74
472;osc_b;46
472;osc_w;53
472;dec;96
472;dec_b;39
472;dec_w;63
472;con;97
472;con_b;22
472;con_w;47
472;inc;30
472;inc_b;56
472;inc_w;58
472;osc;74
473;osc_b;46
473;osc_w;53
473;dec;96
473;dec_b;39
473;dec_w;63
473;con;97
473;con_b;21
473;con_w;41
473;inc;30
473;inc_b;56
473;inc_w;58
473;osc;74
474;osc_b;46
474;osc_w;53
474;dec;96
474;dec_b;39
474;dec_w;63
474;con;97
474;con_b;11
474;con_w;41
474;inc;30
474;inc_b;56
474;inc_w;55
474;osc;74
475;osc_b;46
475;osc_w;53
475;dec;96
475;dec_b;39
475;dec_w;63
475;con;97
475;con_b;11
475;con_w;41
475;inc;30
475;inc_b;56
475;inc_w;55
475;osc;74
476;osc_b;46
476;osc_w;53
476;dec;96
476;dec_b;39
476;dec_w;63
476;con;97
476;con_b;11
476;con_w;41
476;inc;30
476;inc_b;56
476;inc_w;55
476;osc;74
477;osc_b;46
477;osc_w;53
477;dec;96
477;dec_b;38
477;dec_w;63
477;con;97
477;con_b;11
477;con_w;41
477;inc;30
477;inc_b;56
477;inc_w;55
477;osc;74
478;osc_b;46
478;osc_w;53
478;dec;96
478;dec_b;38
478;dec_w;63
478;con;97
478;con_b;11
478;con_w;41
478;inc;30
478;inc_b;56
478;inc_w;55
478;osc;74
479;osc_b;46
479;osc_w;53
479;dec;96
479;dec_b;38
479;dec_w;63
479;con;97
479;con_b;11
479;con_w;41
479;inc;30
479;inc_b;56
479;inc_w;55
479;osc;74
480;osc_b;46
480;osc_w;53
480;dec;96
480;dec_b;38
480;dec_w;63
480;con;97
480;con_b;11
480;con_w;41
480;inc;30
480;inc_b;56
480;inc_w;55
480;osc;74
481;osc_b;46
481;osc_w;53
481;dec;96
481;dec_b;38
481;dec_w;63
481;con;97
481;con_b;11
481;con_w;41
481;inc;30
481;inc_b;56
481;inc_w;55
481;osc;74
482;osc_b;46
482;osc_w;53
482;dec;96
482;dec_b;38
482;dec_w;62
482;con;97
482;con_b;11
482;con_w;41
482;inc;30
482;inc_b;56
482;inc_w;55
482;osc;74
483;osc_b;46
483;osc_w;53
483;dec;96
483;dec_b;40
483;dec_w;62
483;con;97
483;con_b;11
483;con_w;41
483;inc;30
483;inc_b;56
483;inc_w;54
483;osc;74
484;osc_b;46
484;osc_w;53
484;dec;96
484;dec_b;40
484;dec_w;62
484;con;97
484;con_b;11
484;con_w;38
484;inc;30
484;inc_b;56
484;inc_w;54
484;osc;74
485;osc_b;53
485;osc_w;53
485;dec;96
485;dec_b;40
485;dec_w;62
485;con;97
485;con_b;11
485;con_w;39
485;inc;30
485;inc_b;56
485;inc_w;54
485;osc;74
486;osc_b;53
486;osc_w;53
486;dec;96
486;dec_b;40
486;dec_w;62
486;con;97
486;con_b;11
486;con_w;39
486;inc;30
486;inc_b;56
486;inc_w;54
486;osc;74
487;osc_b;53
487;osc_w;53
487;dec;96
487;dec_b;40
487;dec_w;62
487;con;97
487;con_b;11
487;con_w;39
487;inc;30
487;inc_b;56
487;inc_w;54
487;osc;74
488;osc_b;53
488;osc_w;53
488;dec;96
488;dec_b;40
488;dec_w;62
488;con;97
488;con_b;11
488;con_w;39
488;inc;30
488;inc_b;56
488;inc_w;54
488;osc;74
489;osc_b;53
489;osc_w;53
489;dec;96
489;dec_b;40
489;dec_w;62
489;con;97
489;con_b;11
489;con_w;39
489;inc;30
489;inc_b;56
489;inc_w;54
489;osc;74
490;osc_b;48
490;osc_w;53
490;dec;96
490;dec_b;40
490;dec_w;62
490;con;97
490;con_b;11
490;con_w;39
490;inc;30
490;inc_b;56
490;inc_w;54
490;osc;74
491;osc_b;48
491;osc_w;53
491;dec;96
491;dec_b;40
491;dec_w;62
491;con;97
491;con_b;11
491;con_w;39
491;inc;30
491;inc_b;56
491;inc_w;54
491;osc;74
492;osc_b;48
492;osc_w;53
492;dec;96
492;dec_b;40
492;dec_w;62
492;con;97
492;con_b;11
492;con_w;39
492;inc;30
492;inc_b;56
492;inc_w;54
492;osc;74
493;osc_b;48
493;osc_w;53
493;dec;92
493;dec_b;40
493;dec_w;62
493;con;97
493;con_b;11
493;con_w;39
493;inc;30
493;inc_b;56
493;inc_w;54
493;osc;74
494;osc_b;48
494;osc_w;53
494;dec;92
494;dec_b;40
494;dec_w;62
494;con;97
494;con_b;11
494;con_w;40
494;inc;30
494;inc_b;56
494;inc_w;54
494;osc;74
495;osc_b;48
495;osc_w;53
495;dec;92
495;dec_b;40
495;dec_w;62
495;con;97
495;con_b;14
495;con_w;40
495;inc;31
495;inc_b;56
495;inc_w;48
495;osc;74
496;osc_b;48
496;osc_w;53
496;dec;92
496;dec_b;40
496;dec_w;62
496;con;97
496;con_b;14
496;con_w;40
496;inc;31
496;inc_b;56
496;inc_w;48
496;osc;74
497;osc_b;48
497;osc_w;53
497;dec;92
497;dec_b;39
497;dec_w;62
497;con;97
497;con_b;14
497;con_w;51
497;inc;31
497;inc_b;49
497;inc_w;48
497;osc;74
498;osc_b;48
498;osc_w;53
498;dec;92
498;dec_b;39
498;dec_w;62
498;con;97
498;con_b;14
498;con_w;51
498;inc;31
498;inc_b;49
498;inc_w;48
498;osc;74
499;osc_b;48
499;osc_w;53
499;dec;92
499;dec_b;39
499;dec_w;63
499;con;97
499;con_b;14
499;con_w;51
499;inc;31
499;inc_b;49
499;inc_w;48
499;osc;74
500;osc_b;48
500;osc_w;53
500;dec;92
500;dec_b;39
500;dec_w;63
500;con;97
500;con_b;14
500;con_w;51
500;inc;31
500;inc_b;49
500;inc_w;48
500;osc;74
501;osc_b;48
501;osc_w;53
501;dec;92
501;dec_b;39
501;dec_w;63
501;con;97
501;con_b;11
501;con_w;51
501;inc;31
501;inc_b;49
501;inc_w;48
501;osc;74
502;osc_b;48
502;osc_w;53
502;dec;92
502;dec_b;39
502;dec_w;63
502;con;97
502;con_b;11
502;con_w;51
502;inc;31
502;inc_b;49
502;inc_w;53
502;osc;74
503;osc_b;48
503;osc_w;53
503;dec;92
503;dec_b;39
503;dec_w;63
503;con;97
503;con_b;11
503;con_w;51
503;inc;31
503;inc_b;49
503;inc_w;53
503;osc;74
504;osc_b;48
504;osc_w;53
504;dec;92
504;dec_b;39
504;dec_w;63
504;con;97
504;con_b;11
504;con_w;51
504;inc;31
504;inc_b;49
504;inc_w;53
504;osc;74
505;osc_b;48
505;osc_w;53
505;dec;92
505;dec_b;39
505;dec_w;63
505;con;97
505;con_b;11
505;con_w;34
505;inc;31
505;inc_b;49
505;inc_w;53
505;osc;74
506;osc_b;48
506;osc_w;53
506;dec;92
506;dec_b;39
506;dec_w;63
506;con;97
506;con_b;11
506;con_w;34
506;inc;31
506;inc_b;49
506;inc_w;53
506;osc;74
507;osc_b;48
507;osc_w;53
507;dec;92
507;dec_b;39
507;dec_w;63
507;con;97
507;con_b;11
507;con_w;31
507;inc;31
507;inc_b;49
507;inc_w;50
507;osc;74
508;osc_b;48
508;osc_w;53
508;dec;92
508;dec_b;39
508;dec_w;63
508;con;97
508;con_b;13
508;con_w;31
508;inc;31
508;inc_b;49
508;inc_w;50
508;osc;74
509;osc_b;46
509;osc_w;53
509;dec;92
509;dec_b;39
509;dec_w;63
509;con;97
509;con_b;13
509;con_w;31
509;inc;31
509;inc_b;49
509;inc_w;50
509;osc;74
510;osc_b;46
510;osc_w;53
510;dec;92
510;dec_b;39
510;dec_w;63
510;con;97
510;con_b;8
510;con_w;31
510;inc;31
510;inc_b;49
510;inc_w;50
510;osc;74
511;osc_b;46
511;osc_w;53
511;dec;92
511;dec_b;39
511;dec_w;63
511;con;97
511;con_b;8
511;con_w;31
511;inc;31
511;inc_b;49
511;inc_w;50
511;osc;74
512;osc_b;33
512;osc_w;53
512;dec;92
512;dec_b;39
512;dec_w;63
512;con;97
512;con_b;8
512;con_w;31
512;inc;31
512;inc_b;49
512;inc_w;50
512;osc;74
513;osc_b;40
513;osc_w;53
513;dec;92
513;dec_b;39
513;dec_w;63
513;con;97
513;con_b;8
513;con_w;31
513;inc;31
513;inc_b;49
513;inc_w;50
513;osc;74
514;osc_b;40
514;osc_w;53
514;dec;92
514;dec_b;39
514;dec_w;63
514;con;97
514;con_b;8
514;con_w;31
514;inc;31
514;inc_b;49
514;inc_w;50
514;osc;74
515;osc_b;40
515;osc_w;53
515;dec;92
515;dec_b;39
515;dec_w;62
515;con;97
515;con_b;8
515;con_w;31
515;inc;31
515;inc_b;49
515;inc_w;50
515;osc;74
516;osc_b;40
516;osc_w;53
516;dec;92
516;dec_b;39
516;dec_w;62
516;con;97
516;con_b;8
516;con_w;34
516;inc;31
516;inc_b;49
516;inc_w;50
516;osc;74
517;osc_b;40
517;osc_w;53
517;dec;92
517;dec_b;39
517;dec_w;62
517;con;97
517;con_b;9
517;con_w;34
517;inc;31
517;inc_b;49
517;inc_w;50
517;osc;74
518;osc_b;40
518;osc_w;53
518;dec;92
518;dec_b;39
518;dec_w;62
518;con;97
518;con_b;9
518;con_w;34
518;inc;31
518;inc_b;49
518;inc_w;50
518;osc;74
519;osc_b;40
519;osc_w;53
519;dec;92
519;dec_b;39
519;dec_w;62
519;con;97
519;con_b;9
519;con_w;32
519;inc;31
519;inc_b;49
519;inc_w;50
519;osc;74
520;osc_b;34
520;osc_w;53
520;dec;92
520;dec_b;39
520;dec_w;62
520;con;97
520;con_b;9
520;con_w;32
520;inc;31
520;inc_b;55
520;inc_w;50
520;osc;74
521;osc_b;34
521;osc_w;53
521;dec;92
521;dec_b;39
521;dec_w;62
521;con;97
521;con_b;9
521;con_w;32
521;inc;31
521;inc_b;55
521;inc_w;50
521;osc;74
522;osc_b;34
522;osc_w;53
522;dec;92
522;dec_b;37
522;dec_w;62
522;con;97
522;con_b;11
522;con_w;32
522;inc;31
522;inc_b;55
522;inc_w;55
522;osc;74
523;osc_b;34
523;osc_w;53
523;dec;92
523;dec_b;37
523;dec_w;62
523;con;97
523;con_b;11
523;con_w;32
523;inc;31
523;inc_b;55
523;inc_w;55
523;osc;74
524;osc_b;34
524;osc_w;53
524;dec;92
524;dec_b;37
524;dec_w;62
524;con;97
524;con_b;11
524;con_w;32
524;inc;31
524;inc_b;55
524;inc_w;55
524;osc;74
525;osc_b;34
525;osc_w;53
525;dec;92
525;dec_b;37
525;dec_w;62
525;con;97
525;con_b;11
525;con_w;32
525;inc;31
525;inc_b;55
525;inc_w;55
525;osc;74
526;osc_b;34
526;osc_w;53
526;dec;92
526;dec_b;37
526;dec_w;63
526;con;97
526;con_b;11
526;con_w;32
526;inc;31
526;inc_b;55
526;inc_w;55
526;osc;74
527;osc_b;34
527;osc_w;53
527;dec;92
527;dec_b;37
527;dec_w;63
527;con;97
527;con_b;11
527;con_w;32
527;inc;31
527;inc_b;55
527;inc_w;47
527;osc;74
528;osc_b;34
528;osc_w;53
528;dec;92
528;dec_b;37
528;dec_w;63
528;con;97
528;con_b;11
528;con_w;32
528;inc;31
528;inc_b;55
528;inc_w;47
528;osc;74
529;osc_b;35
529;osc_w;53
529;dec;92
529;dec_b;37
529;dec_w;63
529;con;97
529;con_b;8
529;con_w;32
529;inc;31
529;inc_b;55
529;inc_w;47
529;osc;74
530;osc_b;35
530;osc_w;53
530;dec;92
530;dec_b;37
530;dec_w;63
530;con;97
530;con_b;8
530;con_w;32
530;inc;31
530;inc_b;55
530;inc_w;47
530;osc;74
531;osc_b;37
531;osc_w;53
531;dec;92
531;dec_b;37
531;dec_w;63
531;con;97
531;con_b;8
531;con_w;23
531;inc;31
531;inc_b;55
531;inc_w;42
531;osc;61
532;osc_b;37
532;osc_w;53
532;dec;92
532;dec_b;37
532;dec_w;63
532;con;97
532;con_b;8
532;con_w;23
532;inc;31
532;inc_b;55
532;inc_w;42
532;osc;73
533;osc_b;37
533;osc_w;53
533;dec;92
533;dec_b;37
533;dec_w;63
533;con;97
533;con_b;8
533;con_w;23
533;inc;31
533;inc_b;55
533;inc_w;42
533;osc;73
534;osc_b;37
534;osc_w;53
534;dec;92
534;dec_b;37
534;dec_w;64
534;con;97
534;con_b;8
534;con_w;23
534;inc;31
534;inc_b;55
534;inc_w;42
534;osc;73
535;osc_b;41
535;osc_w;53
535;dec;92
535;dec_b;37
535;dec_w;64
535;con;97
535;con_b;8
535;con_w;23
535;inc;31
535;inc_b;55
535;inc_w;42
535;osc;73
536;osc_b;41
536;osc_w;53
536;dec;92
536;dec_b;37
536;dec_w;64
536;con;97
536;con_b;8
536;con_w;23
536;inc;31
536;inc_b;55
536;inc_w;42
536;osc;73
537;osc_b;41
537;osc_w;53
537;dec;92
537;dec_b;37
537;dec_w;64
537;con;97
537;con_b;8
537;con_w;23
537;inc;31
537;inc_b;55
537;inc_w;42
537;osc;73
538;osc_b;41
538;osc_w;53
538;dec;92
538;dec_b;37
538;dec_w;40
538;con;97
538;con_b;8
538;con_w;23
538;inc;31
538;inc_b;55
538;inc_w;42
538;osc;73
539;osc_b;41
539;osc_w;53
539;dec;92
539;dec_b;37
539;dec_w;40
539;con;97
539;con_b;8
539;con_w;23
539;inc;31
539;inc_b;55
539;inc_w;42
539;osc;73
540;osc_b;29
540;osc_w;53
540;dec;92
540;dec_b;37
540;dec_w;40
540;con;97
540;con_b;8
540;con_w;29
540;inc;31
540;inc_b;55
540;inc_w;42
540;osc;73
541;osc_b;33
541;osc_w;53
541;dec;92
541;dec_b;37
541;dec_w;40
541;con;97
541;con_b;8
541;con_w;29
541;inc;31
541;inc_b;55
541;inc_w;42
541;osc;73
542;osc_b;33
542;osc_w;53
542;dec;92
542;dec_b;37
542;dec_w;40
542;con;97
542;con_b;8
542;con_w;29
542;inc;31
542;inc_b;55
542;inc_w;42
542;osc;73
543;osc_b;33
543;osc_w;29
543;dec;92
543;dec_b;37
543;dec_w;40
543;con;97
543;con_b;8
543;con_w;29
543;inc;31
543;inc_b;55
543;inc_w;42
543;osc;73
544;osc_b;33
544;osc_w;29
544;dec;92
544;dec_b;37
544;dec_w;40
544;con;97
544;con_b;8
544;con_w;29
544;inc;31
544;inc_b;60
544;inc_w;42
544;osc;73
545;osc_b;33
545;osc_w;29
545;dec;92
545;dec_b;37
545;dec_w;40
545;con;97
545;con_b;8
545;con_w;29
545;inc;31
545;inc_b;60
545;inc_w;42
545;osc;73
546;osc_b;33
546;osc_w;29
546;dec;92
546;dec_b;37
546;dec_w;40
546;con;97
546;con_b;9
546;con_w;29
546;inc;31
546;inc_b;60
546;inc_w;42
546;osc;73
547;osc_b;33
547;osc_w;29
547;dec;92
547;dec_b;37
547;dec_w;40
547;con;97
547;con_b;9
547;con_w;29
547;inc;31
547;inc_b;60
547;inc_w;42
547;osc;73
548;osc_b;33
548;osc_w;29
548;dec;92
548;dec_b;37
548;dec_w;38
548;con;97
548;con_b;9
548;con_w;29
548;inc;31
548;inc_b;60
548;inc_w;42
548;osc;73
549;osc_b;33
549;osc_w;29
549;dec;92
549;dec_b;36
549;dec_w;38
549;con;97
549;con_b;9
549;con_w;29
549;inc;31
549;inc_b;60
549;inc_w;42
549;osc;73
550;osc_b;34
550;osc_w;29
550;dec;92
550;dec_b;36
550;dec_w;38
550;con;97
550;con_b;9
550;con_w;29
550;inc;31
550;inc_b;60
550;inc_w;42
550;osc;73
551;osc_b;30
551;osc_w;29
551;dec;92
551;dec_b;36
551;dec_w;38
551;con;97
551;con_b;9
551;con_w;29
551;inc;31
551;inc_b;60
551;inc_w;42
551;osc;73
552;osc_b;30
552;osc_w;29
552;dec;92
552;dec_b;36
552;dec_w;38
552;con;97
552;con_b;9
552;con_w;29
552;inc;31
552;inc_b;60
552;inc_w;39
552;osc;73
553;osc_b;30
553;osc_w;29
553;dec;92
553;dec_b;36
553;dec_w;38
553;con;97
553;con_b;9
553;con_w;29
553;inc;31
553;inc_b;60
553;inc_w;39
553;osc;73
554;osc_b;52
554;osc_w;29
554;dec;92
554;dec_b;36
554;dec_w;38
554;con;97
554;con_b;9
554;con_w;29
554;inc;31
554;inc_b;60
554;inc_w;39
554;osc;73
555;osc_b;52
555;osc_w;29
555;dec;92
555;dec_b;36
555;dec_w;38
555;con;97
555;con_b;9
555;con_w;29
555;inc;31
555;inc_b;60
555;inc_w;39
555;osc;73
556;osc_b;52
556;osc_w;29
556;dec;92
556;dec_b;12
556;dec_w;38
556;con;97
556;con_b;9
556;con_w;29
556;inc;31
556;inc_b;60
556;inc_w;39
556;osc;73
557;osc_b;52
557;osc_w;29
557;dec;92
557;dec_b;12
557;dec_w;38
557;con;97
557;con_b;9
557;con_w;29
557;inc;31
557;inc_b;60
557;inc_w;39
557;osc;73
558;osc_b;52
558;osc_w;29
558;dec;92
558;dec_b;12
558;dec_w;38
558;con;97
558;con_b;8
558;con_w;29
558;inc;31
558;inc_b;60
