id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;98.44;1;2;6;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;96.94;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;95.36;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;92.28;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;86.13;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;73.81;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;48.89;1;2;6;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;93.78;1;3;5;1
40;95.94;1;1;0;2
41;0.0;1;0;0;3
42;93.7;1;3;5;1
43;97.77;1;1;0;2
44;0.0;1;0;0;3
45;88.97;1;3;5;1
46;95.66;1;2;7;2
47;0.0;1;1;0;3
48;79.5;1;3;5;1
49;92.88;1;2;7;2
50;0.0;1;1;0;3
51;60.56;1;3;5;1
52;87.31;1;2;7;2
53;0.0;1;1;0;3
54;41.69;1;3;5;1
55;76.19;1;2;7;2
56;0.0;1;1;0;3
57;84.94;1;3;5;1
58;53.94;1;2;7;2
59;0.0;1;1;0;3
60;98.44;1;3;5;1
61;52.44;1;2;7;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;98.44;1;2;7;2
65;54.44;1;1;0;3
66;98.44;1;3;5;1
67;97.73;1;2;7;2
68;97.69;1;1;0;3
69;98.44;1;3;5;1
70;95.47;1;2;7;2
71;95.48;1;2;6;3
72;98.44;1;3;5;1
73;90.95;1;2;7;2
74;92.53;1;2;6;3
75;98.44;1;3;5;1
76;81.92;1;2;7;2
77;86.63;1;2;6;3
78;98.44;1;3;5;1
79;63.86;1;2;7;2
80;74.81;1;2;6;3
81;98.44;1;3;5;1
82;27.73;1;2;7;2
83;51.19;1;2;6;3
84;98.44;1;3;5;1
85;0.48;1;2;7;2
86;51.94;1;2;5;3
87;98.44;1;3;5;1
88;0.98;1;2;7;2
89;97.17;1;2;5;3
90;98.44;1;3;5;1
91;0.98;1;2;7;2
92;94.36;1;2;5;3
93;98.44;1;3;5;1
94;0.98;1;2;7;2
95;88.72;1;2;5;3
96;98.44;1;3;5;1
97;0.97;1;2;7;2
98;77.45;1;2;5;3
99;98.44;1;3;5;1
100;0.94;1;2;7;2
101;54.91;1;2;5;3
102;98.44;1;3;5;1
103;0.89;1;2;7;2
104;9.83;1;2;5;3
