id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;98.44;1;1;0;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;97.48;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;95.81;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;93.19;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;87.94;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;77.44;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;56.44;1;2;6;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;74.14;1;3;5;1
40;84.19;1;1;0;2
41;0.0;1;0;0;3
42;95.19;1;3;5;1
43;88.94;1;1;0;2
44;0.0;1;0;0;3
45;91.28;1;3;5;1
46;97.34;1;2;7;2
47;0.0;1;0;0;3
48;84.13;1;3;5;1
49;95.64;1;2;7;2
50;0.0;1;1;0;3
51;69.81;1;3;5;1
52;92.84;1;2;7;2
53;0.0;1;1;0;3
54;41.19;1;3;5;1
55;87.25;1;2;7;2
56;0.0;1;1;0;3
57;66.94;1;3;5;1
58;76.06;1;2;7;2
59;0.0;1;1;0;3
60;77.44;1;3;5;1
61;53.69;1;2;7;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;78.94;1;2;7;2
65;0.0;1;1;0;3
66;98.44;1;3;5;1
67;98.44;1;2;6;2
68;62.19;1;1;0;3
69;98.44;1;3;5;1
70;97.0;1;2;6;2
71;96.38;1;2;6;3
72;98.44;1;3;5;1
73;94.02;1;2;6;2
74;94.23;1;2;6;3
75;98.44;1;3;5;1
76;88.05;1;2;6;2
77;89.95;1;2;6;3
78;98.44;1;3;5;1
79;76.09;1;2;6;2
80;81.47;1;2;6;3
81;98.44;1;3;5;1
82;52.2;1;2;6;2
83;64.5;1;2;6;3
84;98.44;1;3;5;1
85;4.42;1;2;6;2
86;46.56;1;2;6;3
87;98.44;1;3;5;1
88;0.86;1;2;6;2
89;93.7;1;2;5;3
90;98.44;1;3;5;1
91;0.73;1;2;6;2
92;92.42;1;2;5;3
93;98.44;1;3;5;1
94;0.5;1;2;6;2
95;89.84;1;2;5;3
96;98.44;1;3;5;1
97;1.02;1;2;6;2
98;79.69;1;2;5;3
99;98.44;1;3;5;1
100;1.05;1;2;6;2
101;59.39;1;2;5;3
102;98.44;1;3;5;1
103;1.09;1;2;6;2
104;18.78;1;2;5;3
