id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;97.84;1;2;6;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;96.25;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;94.06;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;89.69;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;80.94;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;63.44;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;65.59;1;3;5;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;95.56;1;3;5;1
40;54.44;1;1;0;2
41;0.0;1;0;0;3
42;92.69;1;3;5;1
43;98.44;1;1;0;2
44;0.0;1;0;0;3
45;86.94;1;3;5;1
46;98.03;1;1;0;2
47;0.0;1;1;0;3
48;75.44;1;3;5;1
49;96.06;1;2;8;2
50;0.0;1;1;0;3
51;52.44;1;3;5;1
52;93.36;1;2;8;2
53;0.0;1;1;0;3
54;60.44;1;3;5;1
55;88.28;1;2;8;2
56;0.0;1;1;0;3
57;98.44;1;3;5;1
58;78.13;1;2;8;2
59;0.0;1;1;0;3
60;98.44;1;3;5;1
61;57.81;1;2;8;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;43.19;1;2;8;2
65;50.94;1;1;0;3
66;98.44;1;3;5;1
67;87.94;1;2;8;2
68;97.38;1;1;0;3
69;98.44;1;3;5;1
70;98.05;1;2;7;2
71;94.75;1;2;6;3
72;98.44;1;3;5;1
73;96.09;1;2;7;2
74;90.05;1;2;6;3
75;98.44;1;3;5;1
76;92.19;1;2;7;2
77;81.66;1;2;6;3
78;98.44;1;3;5;1
79;84.38;1;2;7;2
80;64.88;1;2;6;3
81;98.44;1;3;5;1
82;68.75;1;2;7;2
83;31.31;1;2;6;3
84;98.44;1;3;5;1
85;37.5;1;2;7;2
86;32.19;1;2;6;3
87;98.44;1;3;5;1
88;0.0;1;2;7;2
89;65.69;1;2;5;3
90;98.44;1;3;5;1
91;0.0;1;2;7;2
92;96.38;1;2;5;3
93;98.44;1;3;5;1
94;0.02;1;2;7;2
95;92.77;1;2;5;3
96;98.44;1;3;5;1
97;0.03;1;2;7;2
98;85.53;1;2;5;3
99;98.44;1;3;5;1
100;0.06;1;2;7;2
101;71.08;1;2;5;3
102;98.44;1;3;5;1
103;0.13;1;2;7;2
104;42.16;1;2;5;3
