id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;96.45;1;2;6;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;95.39;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;92.34;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;86.25;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;74.06;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;49.69;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;95.66;1;3;5;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;96.34;1;3;5;1
40;98.44;1;1;0;2
41;0.0;1;0;0;3
42;94.19;1;3;5;1
43;98.0;1;2;7;2
44;0.0;1;0;0;3
45;89.94;1;3;5;1
46;96.44;1;2;7;2
47;0.0;1;1;0;3
48;81.44;1;3;5;1
49;94.44;1;2;7;2
50;0.0;1;1;0;3
51;64.44;1;3;5;1
52;90.44;1;2;7;2
53;0.0;1;1;0;3
54;48.44;1;3;5;1
55;82.44;1;2;7;2
56;0.0;1;1;0;3
57;96.44;1;3;5;1
58;66.44;1;2;7;2
59;0.0;1;1;0;3
60;98.44;1;3;5;1
61;62.44;1;2;7;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;97.58;1;2;6;2
65;56.94;1;1;0;3
66;98.44;1;3;5;1
67;95.86;1;2;6;2
68;23.44;1;1;0;3
69;98.44;1;3;5;1
70;91.72;1;2;6;2
71;48.44;1;1;0;3
72;98.44;1;3;5;1
73;83.44;1;2;6;2
74;98.06;1;1;0;3
75;98.44;1;3;5;1
76;66.89;1;2;6;2
77;96.52;1;2;9;3
78;98.44;1;3;5;1
79;33.78;1;2;6;2
80;93.42;1;2;9;3
81;98.44;1;3;5;1
82;22.56;1;2;6;2
83;88.41;1;2;9;3
84;98.44;1;3;5;1
85;0.14;1;2;6;2
86;78.38;1;2;9;3
87;98.44;1;3;5;1
88;0.28;1;2;6;2
89;58.31;1;2;9;3
90;98.44;1;3;5;1
91;0.56;1;2;6;2
92;42.19;1;2;9;3
93;98.44;1;3;5;1
94;0.13;1;2;6;2
95;59.59;1;2;5;3
96;98.44;1;3;5;1
97;0.25;1;2;6;2
98;94.2;1;2;5;3
99;98.44;1;3;5;1
100;0.5;1;2;6;2
101;88.42;1;2;5;3
102;98.44;1;3;5;1
103;0.0;1;2;6;2
104;76.86;1;2;5;3
