id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;98.44;1;1;0;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;97.16;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;95.44;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;92.44;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;86.44;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;74.44;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;50.44;1;2;6;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;84.44;1;3;5;1
40;98.44;1;1;0;2
41;0.0;1;0;0;3
42;97.11;1;3;5;1
43;98.44;1;1;0;2
44;0.0;1;0;0;3
45;95.16;1;3;5;1
46;97.67;1;1;0;2
47;0.0;1;0;0;3
48;91.88;1;3;5;1
49;96.05;1;2;7;2
50;0.0;1;1;0;3
51;85.31;1;3;5;1
52;93.66;1;2;7;2
53;0.0;1;1;0;3
54;72.19;1;3;5;1
55;88.88;1;2;7;2
56;0.0;1;1;0;3
57;45.94;1;3;5;1
58;79.31;1;2;7;2
59;0.0;1;1;0;3
60;78.44;1;3;5;1
61;60.19;1;2;7;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;70.94;1;2;7;2
65;0.0;1;1;0;3
66;98.44;1;3;5;1
67;98.44;1;2;7;2
68;98.17;1;1;0;3
69;98.44;1;3;5;1
70;97.03;1;2;6;2
71;96.34;1;2;5;3
72;98.44;1;3;5;1
73;94.06;1;2;6;2
74;92.88;1;2;5;3
75;98.44;1;3;5;1
76;88.13;1;2;6;2
77;87.31;1;2;5;3
78;98.44;1;3;5;1
79;76.27;1;2;6;2
80;76.19;1;2;5;3
81;98.44;1;3;5;1
82;52.55;1;2;6;2
83;53.94;1;2;5;3
84;98.44;1;3;5;1
85;5.09;1;2;6;2
86;26.44;1;2;5;3
87;98.44;1;3;5;1
88;0.19;1;2;6;2
89;53.3;1;2;5;3
90;98.44;1;3;5;1
91;0.38;1;2;6;2
92;94.59;1;2;5;3
93;98.44;1;3;5;1
94;0.75;1;2;6;2
95;89.19;1;2;5;3
96;98.44;1;3;5;1
97;0.5;1;2;6;2
98;78.38;1;2;5;3
99;98.44;1;3;5;1
100;0.0;1;2;6;2
101;56.75;1;2;5;3
102;98.44;1;3;5;1
103;0.0;1;2;6;2
104;13.5;1;2;5;3
