id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;95.44;1;1;0;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;97.42;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;95.56;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;92.69;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;86.94;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;75.44;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;52.44;1;2;6;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;70.19;1;3;5;1
40;57.94;1;1;0;2
41;0.0;1;0;0;3
42;94.69;1;3;5;1
43;98.23;1;1;0;2
44;0.0;1;0;0;3
45;90.05;1;3;5;1
46;97.83;1;2;7;2
47;0.0;1;1;0;3
48;81.66;1;3;5;1
49;95.67;1;2;7;2
50;0.0;1;1;0;3
51;64.88;1;3;5;1
52;92.59;1;2;7;2
53;0.0;1;1;0;3
54;31.31;1;3;5;1
55;86.75;1;2;7;2
56;0.0;1;1;0;3
57;44.19;1;3;5;1
58;75.06;1;2;7;2
59;0.0;1;1;0;3
60;69.94;1;3;5;1
61;64.69;1;2;7;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;43.94;1;2;7;2
65;79.69;1;1;0;3
66;98.44;1;3;5;1
67;88.44;1;2;7;2
68;85.94;1;1;0;3
69;98.44;1;3;5;1
70;96.97;1;2;7;2
71;97.75;1;1;0;3
72;98.44;1;3;5;1
73;93.94;1;2;7;2
74;95.5;1;2;7;3
75;98.44;1;3;5;1
76;87.89;1;2;7;2
77;92.55;1;2;7;3
78;98.44;1;3;5;1
79;75.8;1;2;7;2
80;86.66;1;2;7;3
81;98.44;1;3;5;1
82;51.59;1;2;7;2
83;74.88;1;2;7;3
84;98.44;1;3;5;1
85;3.2;1;2;7;2
86;51.31;1;2;7;3
87;98.44;1;3;5;1
88;0.42;1;2;7;2
89;48.19;1;2;7;3
90;98.44;1;3;5;1
91;0.84;1;2;7;2
92;96.91;1;2;5;3
93;98.44;1;3;5;1
94;0.7;1;2;7;2
95;94.81;1;2;5;3
96;98.44;1;3;5;1
97;0.41;1;2;7;2
98;89.63;1;2;5;3
99;98.44;1;3;5;1
100;0.81;1;2;7;2
101;79.25;1;2;5;3
102;98.44;1;3;5;1
103;0.63;1;2;7;2
104;58.52;1;2;5;3
