id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;1;0;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;1;0;1
10;0.0;1;0;0;2
11;0.0;1;0;0;3
12;0.0;1;1;0;1
13;0.0;1;0;0;2
14;0.0;1;0;0;3
15;0.0;1;1;0;1
16;0.0;1;0;0;2
17;0.0;1;0;0;3
18;97.0;1;2;6;1
19;0.0;1;0;0;2
20;0.0;1;0;0;3
21;95.41;1;2;6;1
22;0.0;1;1;0;2
23;0.0;1;0;0;3
24;92.22;1;2;6;1
25;0.0;1;1;0;2
26;0.0;1;0;0;3
27;86.0;1;2;6;1
28;0.0;1;1;0;2
29;0.0;1;0;0;3
30;73.56;1;2;6;1
31;0.0;1;1;0;2
32;0.0;1;0;0;3
33;48.69;1;2;6;1
34;0.0;1;1;0;2
35;0.0;1;0;0;3
36;90.63;1;3;5;1
37;0.0;1;1;0;2
38;0.0;1;0;0;3
39;91.27;1;3;5;1
40;98.44;1;1;0;2
41;0.0;1;0;0;3
42;93.94;1;3;5;1
43;98.44;1;1;0;2
44;0.0;1;0;0;3
45;89.44;1;3;5;1
46;98.2;1;1;0;2
47;0.0;1;0;0;3
48;80.44;1;3;5;1
49;96.53;1;2;8;2
50;0.0;1;1;0;3
51;62.44;1;3;5;1
52;94.63;1;2;8;2
53;0.0;1;1;0;3
54;46.44;1;3;5;1
55;90.81;1;2;8;2
56;0.0;1;1;0;3
57;93.44;1;3;5;1
58;83.19;1;2;8;2
59;0.0;1;1;0;3
60;98.44;1;3;5;1
61;67.94;1;2;8;2
62;0.0;1;1;0;3
63;98.44;1;3;5;1
64;52.44;1;2;8;2
65;0.0;1;1;0;3
66;98.44;1;3;5;1
67;98.44;1;2;8;2
68;65.44;1;1;0;3
69;98.44;1;3;5;1
70;97.98;1;2;8;2
71;98.44;1;1;0;3
72;98.44;1;3;5;1
73;95.98;1;2;7;2
74;97.16;1;2;6;3
75;98.44;1;3;5;1
76;91.97;1;2;7;2
77;94.78;1;2;6;3
78;98.44;1;3;5;1
79;83.95;1;2;7;2
80;91.13;1;2;6;3
81;98.44;1;3;5;1
82;67.92;1;2;7;2
83;83.81;1;2;6;3
84;98.44;1;3;5;1
85;35.84;1;2;7;2
86;69.19;1;2;6;3
87;98.44;1;3;5;1
88;0.69;1;2;7;2
89;39.94;1;2;6;3
90;98.44;1;3;5;1
91;0.41;1;2;7;2
92;63.44;1;2;5;3
93;98.44;1;3;5;1
94;0.83;1;2;7;2
95;97.03;1;2;5;3
96;98.44;1;3;5;1
97;0.67;1;2;7;2
98;94.08;1;2;5;3
99;98.44;1;3;5;1
100;0.36;1;2;7;2
101;88.16;1;2;5;3
102;98.44;1;3;5;1
103;0.72;1;2;7;2
104;76.31;1;2;5;3
