id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;1;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;3;1;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;1;2
17;0.0;1;0;0;3
18;56.94;1;3;1;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;67.88;1;4;2;1
22;0.0;1;3;1;2
23;0.0;1;1;0;3
24;64.97;1;4;2;1
25;0.0;1;3;1;2
26;0.0;1;2;1;3
27;58.5;1;4;2;1
28;70.75;1;3;1;2
29;0.0;1;2;1;3
30;83.97;1;5;3;1
31;43.06;1;3;1;2
32;0.0;1;2;1;3
33;68.48;1;5;3;1
34;51.34;1;4;4;2
35;0.0;1;3;1;3
36;37.52;1;5;3;1
37;29.25;1;4;4;2
38;43.39;1;3;1;3
39;76.59;1;5;3;1
40;50.06;1;4;4;2
41;32.34;1;3;1;3
42;76.75;1;5;3;1
43;91.69;1;4;4;2
44;30.14;1;3;2;3
45;55.06;1;5;3;1
46;84.48;1;4;3;2
47;27.28;1;4;2;3
48;49.69;1;5;3;1
49;68.97;1;4;3;2
50;22.16;1;4;2;3
51;65.13;1;6;6;1
52;59.94;1;5;3;2
53;45.88;1;4;2;3
54;95.84;1;6;6;1
55;83.89;1;5;3;2
56;79.88;1;4;2;3
57;93.25;1;6;6;1
58;69.25;1;5;3;2
59;59.77;1;4;2;3
60;88.06;1;6;6;1
61;40.06;1;5;3;2
62;26.55;1;4;2;3
63;77.69;1;6;6;1
64;10.69;1;5;3;2
65;53.09;1;4;2;3
66;56.94;1;6;6;1
67;22.94;1;5;3;2
68;68.19;1;4;2;3
69;66.81;1;7;6;1
70;47.44;1;5;3;2
71;36.41;1;4;2;3
72;96.02;1;7;6;1
73;95.44;1;5;3;2
74;0.81;1;4;2;3
75;93.59;1;7;6;1
76;98.44;1;5;3;2
77;0.63;1;4;2;3
78;88.75;1;7;6;1
79;97.19;1;6;7;2
80;0.25;1;5;2;3
81;79.06;1;7;6;1
82;95.53;1;6;7;2
83;0.97;1;5;2;3
84;59.69;1;7;6;1
85;92.63;1;6;7;2
86;3.5;1;5;2;3
87;60.94;1;7;6;1
88;86.81;1;6;7;2
89;6.56;1;5;2;3
90;98.44;1;7;6;1
91;75.19;1;6;7;2
92;14.69;1;5;2;3
93;98.44;1;7;6;1
94;51.94;1;6;7;2
95;30.94;1;5;2;3
96;98.44;1;7;6;1
97;85.44;1;6;7;2
98;62.28;1;5;5;3
99;98.06;1;7;6;1
100;98.44;1;6;7;2
101;94.56;1;5;5;3
102;96.13;1;8;9;1
103;98.09;1;7;7;2
104;89.13;1;6;5;3
