id;mtotal;vms;clock;lastclocktime;stage
1;0.0;1;0;0;2
2;0.0;1;0;0;3
3;0.0;1;1;0;1
4;0.0;1;0;0;2
5;0.0;1;0;0;3
6;0.0;1;2;2;1
7;0.0;1;0;0;2
8;0.0;1;0;0;3
9;0.0;1;2;2;1
10;0.0;1;1;0;2
11;0.0;1;0;0;3
12;0.0;1;3;1;1
13;0.0;1;1;0;2
14;0.0;1;0;0;3
15;0.0;1;3;1;1
16;0.0;1;2;1;2
17;0.0;1;1;0;3
18;81.25;1;3;1;1
19;0.0;1;2;1;2
20;0.0;1;1;0;3
21;63.75;1;4;2;1
22;0.0;1;3;1;2
23;0.0;1;2;2;3
24;69.5;1;4;2;1
25;0.0;1;3;1;2
26;0.0;1;2;1;3
27;69.52;1;4;2;1
28;72.94;1;3;1;2
29;0.0;1;2;1;3
30;89.59;1;4;2;1
31;49.44;1;3;1;2
32;0.0;1;2;1;3
33;79.7;1;5;3;1
34;53.05;1;3;1;2
35;53.22;1;2;1;3
36;60.7;1;5;3;1
37;26.45;1;4;3;2
38;26.47;1;3;1;3
39;42.97;1;5;3;1
40;52.27;1;4;3;2
41;47.06;1;3;1;3
42;87.5;1;5;3;1
43;88.09;1;4;3;2
44;34.69;1;3;1;3
45;79.56;1;5;3;1
46;77.75;1;4;3;2
47;9.05;1;3;2;3
48;60.5;1;5;3;1
49;56.72;1;4;3;2
50;17.11;1;4;2;3
51;89.38;1;6;5;1
52;38.45;1;5;3;2
53;35.08;1;4;2;3
54;95.77;1;6;5;1
55;54.14;1;5;3;2
56;69.72;1;4;2;3
57;92.59;1;6;5;1
58;86.84;1;5;3;2
59;68.3;1;4;2;3
60;86.75;1;6;5;1
61;75.25;1;5;3;2
62;36.59;1;4;2;3
63;75.06;1;6;5;1
64;52.06;1;5;3;2
65;31.75;1;4;2;3
66;63.69;1;6;5;1
67;27.69;1;5;3;2
68;64.06;1;4;2;3
69;40.94;1;7;6;1
70;55.94;1;5;3;2
71;73.14;1;4;2;3
72;81.03;1;7;6;1
73;98.44;1;5;3;2
74;46.3;1;4;2;3
75;95.02;1;7;6;1
76;97.44;1;6;7;2
77;37.61;1;4;2;3
78;91.59;1;7;6;1
79;95.44;1;6;7;2
80;75.23;1;5;2;3
81;84.75;1;7;6;1
82;92.44;1;6;7;2
83;51.78;1;5;2;3
84;71.06;1;7;6;1
85;86.44;1;6;7;2
86;5.13;1;5;2;3
87;43.69;1;7;6;1
88;74.44;1;6;7;2
89;10.81;1;5;2;3
90;78.94;1;7;6;1
91;50.44;1;6;7;2
92;22.19;1;5;2;3
93;98.44;1;7;6;1
94;66.44;1;6;7;2
95;44.94;1;5;2;3
96;98.44;1;7;6;1
97;98.44;1;6;7;2
98;89.8;1;5;5;3
99;98.44;1;7;6;1
100;97.75;1;6;7;2
101;95.59;1;5;5;3
102;97.38;1;8;9;1
103;96.38;1;6;7;2
104;91.2;1;6;5;3
